party,text,clean_text,posted_date,year,name,chamber
R,"The #FY20NDAA invests in research &amp; development for key technologies like artificial intelligence, directed energy, &amp; hypersonics. This is crucial to deter adversaries like China &amp; Russia. https://t.co/hp8sUUIDf8","The #FY20NDAA invests in research &amp; development for key technologies like artificial intelligence, directed energy, &amp; hypersonics. This is crucial to deter adversaries like China &amp; Russia.",2019-07-06 21:19:33.744,2019,Joni Ernst R-IA,Senate
D,"DACA RECIPIENTS
USCIS will reuse previously submitted biometrics to process your work permit. This means that if you had an appointment to get your fingerprints taken on or after 3/18 when offices closed, you don’t have to worry anymore. Learn more
https://t.co/jrSdpj11cX","DACA RECIPIENTS USCIS will reuse previously submitted biometrics to process your work permit. This means that if you had an appointment to get your fingerprints taken on or after 3/18 when offices closed, you don’t have to worry anymore. Learn more",2020-04-02 14:21:56.011,2020,Chuy Garcia D-IL,House
D,"PASSED ➡️ Tonight, the House passed the #FY22NDAA, a bipartisan bill that ⬇️

 Supports NW WA's servicemembers, military families &amp; communities
 Protects marine mammals, inc. orcas
 Advances emerging tech like AI
 Ensures global security
‍ Invests in the future of work","PASSED ➡️ Tonight, the House passed the #FY22NDAA, a bipartisan bill that ⬇️ Supports NW WA's servicemembers, military families &amp; communities Protects marine mammals, inc. orcas Advances emerging tech like AI Ensures global security ‍ Invests in the future of work",2021-09-24 03:06:36.002,2021,Rick Larsen D-WA,House
D,"Last month, unlawful robocalls using an AI-generated voice were made to NH voters discouraging them from voting in our presidential primary.

This week I urged 
@FCC
 and 
@FEC
 to work together to prevent spam robocalls from reaching the American public.

https://bit.ly/3I0shSm","Last month, unlawful robocalls using an AI-generated voice were made to NH voters discouraging them from voting in our presidential primary. This week I urged @FCC and @FEC to work together to prevent spam robocalls from reaching the American public.",2024-02-17 15:00:02.000,2024,"Pappas, Chris",House
R,"China's threats won't hold us back. The FY25 NDAA ramps up our defense with:

Hypersonic weaponry research

Advancements in AI & quantum computing

Deployment of new war tech.
#NDAA25",China's threats won't hold us back. The FY25 NDAA ramps up our defense with: Hypersonic weaponry research Advancements in AI & quantum computing Deployment of new war tech. #NDAA25,2024-05-15 16:30:21.000,2024,"Mace, Nancy",House
D,"RT @RepChuyGarcia: DACA RECIPIENTS
USCIS will reuse previously submitted biometrics to process your work permit. This means that if you ha…",DACA RECIPIENTS USCIS will reuse previously submitted biometrics to process your work permit. This means that if you ha…,2020-04-02 17:01:57.713,2020,Bill Foster D-IL,House
D,"Pleased to see the 
@FCC
 work to protect consumers from AI-generated robocalls.

Read my full statement here.",Pleased to see the @FCC work to protect consumers from AI-generated robocalls. Read my full statement here.,2024-02-08 19:39:49.000,2024,"Clarke, Yvette ",House
D,"On Tuesday, I sent a letter urging 
@FCC
 to take up the Declaratory Ruling to protect Americans from exploitative AI-generated robocalls.
 
Thank you commissioners for heeding the call and voting unanimously to protect the public and rebuild consumer trust.","On Tuesday, I sent a letter urging @FCC to take up the Declaratory Ruling to protect Americans from exploitative AI-generated robocalls. Thank you commissioners for heeding the call and voting unanimously to protect the public and rebuild consumer trust.",2024-02-09 20:03:56.000,2024,"Luján, Ben Ray",Senate
R,"Proud to be a co-sponsor of this measure to help local law enforcement entities access surplus military equiptment that many would otherwise not be able to afford, including additional bulletproof vests, Kevlar helmets, upgraded safety gear, helicopters and robotics.","Proud to be a co-sponsor of this measure to help local law enforcement entities access surplus military equiptment that many would otherwise not be able to afford, including additional bulletproof vests, Kevlar helmets, upgraded safety gear, helicopters and robotics.",2024-09-16 11:54:00.000,2024,"Bilirakis, Gus ",House
D,"Today, the Bipartisan Congressional AI Caucus discussed protecting American’s privacy in an AI world. As Members of Congress, our job is to protect your safety. That's why we need legislation like my Privacy Enhancing Technology Research Act, that keeps your data secured.","Today, the Bipartisan Congressional AI Caucus discussed protecting American’s privacy in an AI world. As Members of Congress, our job is to protect your safety. That's why we need legislation like my Privacy Enhancing Technology Research Act, that keeps your data secured.",2024-01-11 21:25:21.000,2024,"Stevens, Haley",House
D,AI is moving faster than any of us thought it would two years ago. But we have to move just as fast to get sensible guardrails in place to develop AI responsibly before it’s too late.,AI is moving faster than any of us thought it would two years ago. But we have to move just as fast to get sensible guardrails in place to develop AI responsibly before it’s too late.,2024-07-03 14:29:52.000,2024,"Hickenlooper, John ",Senate
D,"Donald Trump doesn’t remember saying these things about not remembering, so he blames AI.","Donald Trump doesn’t remember saying these things about not remembering, so he blames AI.",2024-03-13 17:30:04.000,2024,"Nadler, Jerrold",House
D,"Less than a week ago I held a 
@HELPCmteDems
 Subcommittee hearing on the potential harms of AI in health care. Just a few days later, this report shows that when companies use unregulated AI it can cost lives. It's unacceptable. We need protections for patients and providers now.","Less than a week ago I held a @HELPCmteDems Subcommittee hearing on the potential harms of AI in health care. Just a few days later, this report shows that when companies use unregulated AI it can cost lives. It's unacceptable. We need protections for patients and providers now.",2023-11-16 20:51:05.000,2023,"Markey, Edward ",Senate
R,"Over the past several months, I’ve often been asked by reporters, fellow members of Congress and neighbors alike what a future with AI might look like and what role Congress should play in regulating this revolutionary technology. As the only Member of Congress with a graduate…","Over the past several months, I’ve often been asked by reporters, fellow members of Congress and neighbors alike what a future with AI might look like and what role Congress should play in regulating this revolutionary technology. As the only Member of Congress with a graduate…",2023-05-16 14:03:26.000,2023,"Obernolte, Jay",House
D,"To maintain our strategic advantage, the US military must be at the forefront of AI technologies. I'm proud to introduce bipartisan legislation w/ 
@SenatorRounds
 that will take important steps to effectively develop & integrate AI into our defense systems. https://sen.gov/6O57","To maintain our strategic advantage, the US military must be at the forefront of AI technologies. I'm proud to introduce bipartisan legislation w/ @SenatorRounds that will take important steps to effectively develop & integrate AI into our defense systems.",2023-10-03 20:32:00.000,2023,"Manchin, Joe",Senate
R,RT @RiponAdvance: The House Financial Services Committee's Task Force on Artificial Intelligence held its first meeting last week; @RepFren…,The House Financial Services Committee's Task Force on Artificial Intelligence held its first meeting last week; @RepFren…,2019-07-01 16:14:39.478,2019,French Hill R-AR,House
D,"I wrote the 1st piece of legislation to create an independent agency able to regulate social media & technology like AI.

We have allowed these platforms to addict our kids & undermine our democracy without any accountability. My Digital Platform Commission Act would change that.",I wrote the 1st piece of legislation to create an independent agency able to regulate social media & technology like AI. We have allowed these platforms to addict our kids & undermine our democracy without any accountability. My Digital Platform Commission Act would change that.,2023-10-09 20:53:03.000,2023,"Bennet, Michael F.",Senate
